sentence_id	sentence
534366_5	In foreign policy, he increased U.S. troop levels in Afghanistan, reduced nuclear weapons with the United States–Russia New START treaty, and ended military involvement in the Iraq War.
534366_6	He ordered military involvement in Libya for the implementation of the UN Security Council Resolution 1973, contributing to the overthrow of Muammar Gaddafi.
534366_7	He also ordered the military operation that resulted in the killing of Osama bin Laden.
32927_1	The diversion of three quarters of the Axis troops and the majority of their air forces from France and the central Mediterranean to the Eastern Front prompted the United Kingdom to reconsider its grand strategy.
32927_2	In July, the UK and the Soviet Union formed a military alliance against Germany and in August, the United Kingdom and the United States jointly issued the Atlantic Charter, which outlined British and American goals for the postwar world.
32927_3	In late August the British and Soviets invaded neutral Iran to secure the Persian Corridor, Iran's oil fields, and preempt any Axis advances through Iran toward the Baku oil fields or British India.
32927_4	By October Axis operational objectives in Ukraine and the Baltic region were achieved, with only the sieges of Leningrad and Sevastopol continuing.
32927_5	A major offensive against Moscow was renewed; after two months of fierce battles in increasingly harsh weather, the German army almost reached the outer suburbs of Moscow, where the exhausted troops were forced to suspend their offensive.
32927_6	Large territorial gains were made by Axis forces, but their campaign had failed to achieve its main objectives: two key cities remained in Soviet hands, the Soviet capability to resist was not broken, and the Soviet Union retained a considerable part of its military potential.
32927_7	The blitzkrieg phase of the war in Europe had ended.
32927_8	By early December, freshly mobilised reserves allowed the Soviets to achieve numerical parity with Axis troops.
32927_9	This, as well as intelligence data which established that a minimal number of Soviet troops in the East would be sufficient to deter any attack by the Japanese Kwantung Army, allowed the Soviets to begin a massive counter-offensive that started on 5 December all along the front and pushed German troops 100–250 kilometres (62–155 mi) west.
3120309_1	Between 2013 and 2018, Macdonald hosted the talk shows Norm Macdonald Live (a video podcast) and Norm Macdonald Has a Show (a Netflix series), on which he interviewed comedians and other celebrities.
3120309_2	In 2016, he authored Based on a True Story, a novel that presented a heavily fictionalized account of his life.
3120309_3	In 2021, Macdonald died of leukemia, with which he was diagnosed eight years earlier and had not publicly disclosed.
23235_1	Arabic is officially recognised by the constitution of Pakistan.
23235_2	"It declares in article 31 No. 2 that ""The State shall endeavour, as respects the Muslims of Pakistan (a) to make the teaching of the Holy Quran and Islamiat compulsory, to encourage and facilitate the learning of Arabic language ..."""
715909_1	This system of diacritics was first developed by the scholar Aristophanes of Byzantium (c. 257 – c. 185/180 BC), who worked at the Musaeum in Alexandria during the third century BC.
715909_2	Aristophanes of Byzantium also was the first to divide poems into lines, rather than writing them like prose, and also introduced a series of signs for textual criticism.
715909_3	"In 1982, a new, simplified orthography, known as ""monotonic"", was adopted for official use in Modern Greek by the Greek state."
715909_4	"It uses only a single accent mark, the acute (also known in this context as tonos, i.e. simply ""accent""), marking the stressed syllable of polysyllabic words, and occasionally the diaeresis to distinguish diphthongal from digraph readings in pairs of vowel letters, making this monotonic system very similar to the accent mark system used in Spanish."
715909_5	The polytonic system is still conventionally used for writing Ancient Greek, while in some book printing and generally in the usage of conservative writers it can still also be found in use for Modern Greek.
49002318_1	Lipa released her second studio album, Future Nostalgia (2020), to critical acclaim.
49002318_2	It earned six Grammy nominations—including Album of the Year, Record of the Year and Song of the Year—and became her first UK number-one album.
49002318_3	The album helped Lipa win British Female Solo Artist and British Album of the Year at the 2021 Brit Awards.
49002318_4	She has received many accolades, including recognition on the Time 100 Next list (2021).
49002318_5	She made her modelling debut at Versace's Spring/Summer 2022 show at Milan Fashion Week.
731111_1	Reynolds' career began in 1991 when he starred as Billy Simpson in the Canadian-produced teen soap opera Hillside, distributed in the United States by Nickelodeon as Fifteen.
731111_2	Between 1993 and 1994, he had a recurring role in The Odyssey as Macro.
731111_3	"In 1996, he had a supporting role as Jay ""Boom"" DeBoom in ""Syzygy"", the thirteenth episode of the third season of The X-Files, and co-starred with Melissa Joan Hart in the TV movie Sabrina the Teenage Witch."
731111_4	In 1996, Reynolds played Bobby Rupp, boyfriend of murdered teen Nancy Clutter, in a two-part miniseries In Cold Blood, an adaptation of Truman Capote's non-fiction novel of the same name.
731111_5	"He also appeared in the anthology The Outer Limits episode ""Origin of the Species"", which originally aired on November 14, 1998."
731111_6	"Beginning in 1998, Reynolds starred in Two Guys, A Girl and a Pizza Place, playing medical student Michael ""Berg"" Bergen, throughout the show's four season run."
731111_7	He starred in the National Lampoon movie Van Wilder in 2002, appeared in The In-Laws with Michael Douglas and Albert Brooks, and also in the Canadian production Foolproof in 2003.
62420226_1	As of 2019 Facebook operated 16 data centers.
62420226_2	It committed to purchase 100% renewable energy and to reduce its greenhouse gas emissions 75% by 2020.
62420226_3	Its data center technologies include Fabric Aggregator, a distributed network system that accommodates larger regions and varied traffic patterns.
39942_1	Aniston practices Hatha yoga and Budokan karate.
39942_2	In 2014, she spoke of her Transcendental Meditation practice.
39942_3	The following year, she revealed she has dyslexia, which had affected her education and self-esteem, and that after being diagnosed in her twenties, her outlook toward life changed.
39942_4	"She stated, ""I thought I wasn't smart. I just couldn't retain anything. Now I had this great discovery. I felt like all of my childhood trauma-dies, tragedies, dramas were explained."""
39942_5	Aniston donated to Barack Obama's 2008 presidential campaign and took part in a fundraiser for Hillary Clinton during her 2016 presidential campaign.
39942_6	She endorsed Joe Biden in the 2020 presidential election.
35507_1	A number of tools exist that crawl through a website to find pages that return 404 status codes.
35507_2	These tools can be helpful in finding links that exist within a particular website.
35507_3	The limitation of these tools is that they only find links within one particular website, and ignore 404s resulting from links on other websites.
35507_4	As a result, these tools miss out on 83% of the 404s on websites.
35507_5	One way around this is to find 404 errors by analyzing external links.
35507_6	One of the most effective ways to discover 404 errors is by using Google Search Console, Google Analytics or crawling software.
11848451_1	Todd Morgan Beamer (November 24, 1968 – September 11, 2001) was an American passenger aboard United Airlines Flight 93, which was hijacked and crashed as part of the September 11 attacks in 2001.
11848451_2	He was one of the passengers who attempted to regain control of the aircraft from the hijackers.
11848451_3	During the struggle, the Boeing 757 lost control and crashed into a field in Stonycreek Township near Shanksville, Pennsylvania, killing everyone on board, but saving the hijackers' intended target and additional victims.
71416_1	"Dune has been called the ""first planetary ecology novel on a grand scale""."
71416_2	"Herbert hoped it would be seen as an ""environmental awareness handbook"" and said the title was meant to ""echo the sound of 'doom'""."
71416_3	"It was reviewed in the bestselling countercultural Whole Earth Catalog in 1968 as a ""rich re-readable fantasy with clear portrayal of the fierce environment it takes to cohere a community”."
71416_4	After the publication of Silent Spring by Rachel Carson in 1962, science fiction writers began treating the subject of ecological change and its consequences.
71416_5	Dune responded in 1965 with its complex descriptions of Arrakis life, from giant sandworms (for whom water is deadly) to smaller, mouse-like life forms adapted to live with limited water.
71416_6	Dune was followed in its creation of complex and unique ecologies by other science fiction books such as A Door into Ocean (1986) and Red Mars (1992).
71416_7	Environmentalists have pointed out that Dune's popularity as a novel depicting a planet as a complex—almost living—thing, in combination with the first images of Earth from space being published in the same time period, strongly influenced environmental movements such as the establishment of the international Earth Day.
64986535_1	"Series creator Mike Flanagan described Midnight Mass as a passion project, one that was ""deeply personal"" and dealt intimately with Flanagan's upbringing in the Catholic Church, and his eventual sobriety and atheism."
64986535_2	He conceived the idea first as a novel, then as a film script, then as a television series that he unsuccessfully pitched to various production companies (including its eventual distributor Netflix) in 2014.
64986535_3	"Flanagan planted a prop book bearing the title as an Easter egg in his films Hush (2016) and Gerald's Game (2017), as a means of ""keeping the idea alive over the years."""
64986535_4	Prior to the series' production, Flanagan created the critically acclaimed horror series The Haunting of Hill House for Netflix, which released in 2018, as well as its 2020 follow-up The Haunting of Bly Manor.
33367993_1	In September 2016, Google announced Team Drives, later renamed Shared Drives, as a new way for Google Workspace teams to collaborate on documents and store files.
33367993_2	In Shared Drives, file/folder sharing and ownership are assigned to a team rather than to an individual user.
33367993_3	Since 2020, Shared Drives had an ability to assign different access levels to files and folders to different users and teams, and an ability to share a folder publicly.
33367993_4	Unlike individual Google Drive, Shared Drives offer unlimited storage.
61004225_1	The game features a multiplayer aspect in which the player can alternatively take the role of Julianna, an agent tasked to protect the time loop and take out Colt.
61004225_2	When the player takes this role, they will enter a random player's game and may interfere with their play.
61004225_3	The multiplayer portion is optional and players can prevent others from taking on the role of Julianna in their game, instead leaving this to a computer-controlled opponent to try to stop Colt.
153557_1	On 29 March 2000, Collins launched a case against two former musicians from his band to recoup £500,000 in royalties that were overpaid.
153557_2	Louis Satterfield, 62, and Rahmlee Davis, 51, claimed their contract entitled them to 0.5 per cent of the royalties from Serious Hits...
153557_3	Live!, a live album recorded during Collins's Seriously, Live!
153557_4	World Tour in 1990.
153557_5	Their claim was they were an integral part of the whole album, but Collins responded the two should only receive royalties from the five tracks in which they were involved.
153557_6	On 19 April 2000, the High Court in London ruled that the two musicians would receive no more royalty money from Phil Collins.
153557_7	The amount that Collins was seeking was halved, and Satterfield and Davis (who originally brought the suit forward in California) would not have to repay any of it.
153557_8	"The judge agreed with Collins' argument that Satterfield and Davis should have been paid for only the five tracks on which they performed, including the hit ""Sussudio""."
5058690_1	Also hurt were small businesses in Lower Manhattan near the World Trade Center (18,000 of which were destroyed or displaced), resulting in lost jobs and their consequent wages.
5058690_2	Assistance was provided by Small Business Administration loans; federal government Community Development Block Grants; and Economic Injury Disaster Loans.
5058690_3	Some 31,900,000 square feet (2,960,000 m2) of Lower Manhattan office space was damaged or destroyed.
5058690_4	Many wondered whether these jobs would return, and if the damaged tax base would recover.
5058690_5	Studies of 9/11’s economic effects show the Manhattan office real-estate market and office employment were less affected than first feared, because of the financial services industry's need for face-to-face interaction.
5058690_6	North American air space was closed for several days after the attacks and air travel decreased upon its reopening, leading to a nearly 20% cutback in air travel capacity, and exacerbating financial problems in the struggling U.S. airline industry.
5058690_7	The September 11 attacks also led to the U.S. wars in Afghanistan and Iraq, as well as additional homeland security spending, totaling at least $5 trillion.
6211806_1	Williams was found dead in his Williamsburg, Brooklyn apartment by his nephew on September 6, 2021.
6211806_2	On September 24, 2021, the NYC Office of Chief Medical Examiner confirmed that Williams died of a fatal combination of fentanyl, p-fluorofentanyl, heroin and cocaine, and ruled the death as an accidental overdose.
6211806_3	His private funeral was held at St. Stephen's Episcopal Cathedral in Harrisburg, Pennsylvania where his mother lives.
3524766_1	Afghanistan, Bangladesh, Pakistan, and Sudan blocked access in September 2012 following controversy over a 14-minute trailer for the film Innocence of Muslims which had been posted on the site.
3524766_2	A court in the southern Russian Republic of Chechnya ruled Innocence of Muslims should be banned.
3524766_3	In Libya and Egypt, it was blamed for violent protests.
3524766_4	"YouTube stated that ""This video—which is widely available on the Web—is clearly within our guidelines and so will stay on YouTube."
3524766_5	"However, given the very difficult situation in Libya and Egypt we have temporarily restricted access in both countries."""
31227103_1	In the development of Cult, Murphy confirmed that the opening sequence would return.
31227103_2	Cult's opening sequence features the series' theme music played by a marching band.
31227103_3	The sequence is live action.
31227103_4	"Visuals include: a gang of clowns rising from a casket, Donald Trump and Hillary Clinton masks, a George Washington statue, a dead dog killed by toxic gas, a Merry-Go-Round, bloody hands that cannot be washed, a beehive, toxic smoke released from a grenade, holes in several forms, a bloody US flag with the sound of a xylophone playing ""The Star-Spangled Banner"", a blood-covered couple having sex, a magician pulling guts out of a hat and a handcuffed pinky promise."
31227103_5	All text appeared to be made from rusty metal.
31227103_6	The texts interact with the graphic behind them, sometimes also bloody.
31227103_7	For the first time, the title is abbreviated as AHS instead of American Horror Story.
299534_1	Paula Corbin Jones (born Paula Rosalee Corbin; September 16, 1966) is an American civil servant.
299534_2	A former Arkansas state employee, Jones sued U.S. President Bill Clinton for sexual harassment.
299534_3	The Paula Jones case provided the impetus for Independent Counsel Ken Starr to broaden his on-going investigation into Clinton's pre-presidency financial dealings with the Whitewater Land Company, and resulted in Clinton's impeachment in the House of Representatives and subsequent acquittal by the Senate on February 12, 1999.
299534_4	Specifically, Clinton was asked under oath about Monica Lewinsky in the Jones suit, denied having ever had sexual relations with her, and was accused of perjury after evidence of sexual contact was exposed.
299534_5	The Jones lawsuit also led to a landmark legal precedent by the U.S. Supreme Court which ruled that a sitting U.S. president is not exempt from civil litigation for acts committed outside of public office.
25055816_1	In 2009, he appeared as Veer Vardhan Singh in Jaane Pehchaane Se...Ye Ajnabbi on Star One opposite Sanjeeda Sheikh and Aditi Tailang.
25055816_2	The show ended in September 2010.
25055816_3	After Jaane Pehchaane Se...Ye Ajnabbi ended, he also appeared in a few episodes of Aahat.
25055816_4	In 2011, he appeared as Rahul Kashyap in Love U Zindagi opposite Pavitra Punia on StarPlus.
25055816_5	The show was inspired by the Bollywood movie Jab We Met.
25055816_6	He also appeared in an episode of CID.
60292990_1	"Ken Burns, who produced the PBS documentary Country Music, noted, ""Well, to me, Lil Nas X is my mic drop moment."""
60292990_2	We spend eight episodes and sixteen and a half hours talking about the fact that country music has never been one thing. ...
60292990_3	And there's a huge African American influence, and it permeates throughout the whole story. ...
60292990_4	And here we are in a new modern age that we’re not touching, with all these classic, binary arguments about Billboard not listing ['Old Town Road'] on the country chart, and it turns out to be not just the No. 1 country hit but the No. 1 single, period, and it’s by a black gay rapper! ...
60292990_5	It just is proving that all of those cycles that we have been reporting on across the decades—all of the tensions in country music of race, class, poverty, gender, creativity versus commerce, geography—are still going on.
1792975_1	In June 2009, Hardy starred in Martina Cole's four-part TV drama The Take on Sky One, as a drug and alcohol-fuelled gangster.
1792975_2	The role gained him a Best Actor nomination at the 2009 Crime Thriller Awards.
1792975_3	In August 2009, he appeared in ITV's Wuthering Heights, playing the role of Heathcliff.
1792975_4	In early 2010, Hardy starred in The Long Red Road at the Goodman Theatre in Chicago.
1792975_5	The play was written by Brett C. Leonard and directed by Philip Seymour Hoffman.
1792975_6	Hardy won some good reviews for his portrayal of Sam, an alcoholic trying to drink away his past.
1792975_7	In 2010, he starred as Eames in Christopher Nolan's science fiction thriller Inception for which he won a BAFTA Rising Star award.
1792975_8	Hardy replaced Michael Fassbender in the 2011 film adaptation of Tinker Tailor Soldier Spy, released on 5 September 2011 at the 68th edition of the Mostra Internazionale d'Arte Cinematografica in Venice.
1792975_9	In March 2010, Hardy signed a first-look deal at Warner Bros.
523032_1	West is one of the world's best-selling music artists, with more than 160 million records sold worldwide.
523032_2	He has won a total of 22 Grammy Awards, making him one of the most awarded artists of all time, and second most awarded rapper.
523032_3	Among his other awards are the Billboard Artist Achievement Award, a joint-record three Brit Awards for Best International Male Solo Artist and the Michael Jackson Video Vanguard Award.
523032_4	Six of his albums were included on Rolling Stone's 2020 500 Greatest Albums of All Time list; the same publication named him one of the 100 Greatest Songwriters of All Time.
523032_5	West is the tied holder for the most albums (four) topping the annual Pazz & Jop critic poll, a distinction he shares with Bob Dylan.
523032_6	To date, West has the 5th most appearances on the Billboard Hot 100, amassing 133 chart entries.
523032_7	Time magazine named him one of the 100 most influential people in the world in 2005 and 2015.
5792809_1	Angelina Jolie Voight was born on June 4, 1975, in Los Angeles, California, to actors Jon Voight and Marcheline Bertrand.
5792809_2	She is the sister of actor James Haven as well as the niece of singer-songwriter Chip Taylor and geologist and volcanologist Barry Voight.
5792809_3	Her godparents are actors Jacqueline Bisset and Maximilian Schell.
5792809_4	On her father's side, Jolie is of German and Slovak descent, while on her mother's side, she has primarily French Canadian, Dutch, and German ancestry.
5792809_5	Jolie has noted that she is part Iroquois through a 17th-century Huron ancestor.
3848862_1	Diaz displays an unusual boxing style for MMA, relying upon volume punching without full power and occasionally adding in hard punches.
3848862_2	CompuStrike, which tabulates statistics from MMA fights, has shown him attempting 181 strikes in one round, making it the most total strikes thrown in any round that CompuStrike has recorded.
3848862_3	Diaz is known for talking trash to his opponents during fights, competes in triathlons for recreation and uses his endurance to constantly put pressure on his opponent, as well as pushing the pace of the fight.
3848862_4	"Diaz has said, ""Fighters are afraid of conditioning, they are afraid of getting tired, but I don’t want to have anxiety or be afraid of anything."
3848862_5	I can go 100 percent out there and never have to worry about getting tired.
3848862_6	Everybody says fighting is 90 percent mental, and it's true.
3848862_7	"Knowing you can go 15 minutes or 25 minutes without any problem can help you sustain that mental advantage over your opponent..."""
42238_1	Born in Chicago, Anderson grew up in London, England and Grand Rapids, Michigan.
42238_2	She graduated from The Theatre School at DePaul University in Chicago, then moved to New York City to further her acting career.
42238_3	After beginning her career on stage, she achieved international recognition for her role as FBI Special Agent Dana Scully on the American sci-fi drama series The X-Files.
42238_4	Her film work includes the dramas The Mighty Celt (2005), The Last King of Scotland (2006), Shadow Dancer (2012), Viceroy's House (2017) and two X-Files films: The X-Files: Fight the Future (1998) and The X-Files: I Want to Believe (2008).
42238_5	Other notable television credits include: Lady Dedlock in Bleak House (2005), Wallis Simpson in Any Human Heart (2010), Miss Havisham in Great Expectations (2011), Dr. Bedelia Du Maurier on Hannibal (2013–2015), and Media on American Gods (2017).
145422_1	In February 1988, after several episodes of increasingly severe neck pain, Biden was taken by ambulance to Walter Reed Army Medical Center for surgery to correct a leaking intracranial berry aneurysm.
145422_2	While recuperating, he suffered a pulmonary embolism, a serious complication.
145422_3	After a second aneurysm was surgically repaired in May, Biden's recuperation kept him away from the Senate for seven months.
442785_1	After a successful audition, Elder began co-hosting Fabric, a topic-oriented television show produced by Dennis Goulden that aired on Cleveland's PBS member station WVIZ in 1988.
442785_2	In 1997, he hosted the PBS program National Desk along with fellow conservatives Fred Barnes and Laura Ingraham.
442785_3	Elder hosted the segments Redefining Racism: Fresh Voices From Black America and Title IX and Women in Sports: What's Wrong With This Picture, which criticized Title IX.
442785_4	In 2000, Elder won a Los Angeles Area Emmy Award for his KCAL-TV News special Making Waves – LAUSD.
442785_5	Between 2000 and 2001, Elder hosted the court series Moral Court, distributed by Warner Brothers Television.
442785_6	In 2004, he hosted The Larry Elder Show, a syndicated talk show distributed by Warner Bros.
442785_7	In 2005, he created a self-financed film called Michael & Me, in which he offers a rebuttal to filmmaker Michael Moore's Bowling for Columbine.
442785_8	In 2007, Elder was one of the rotating talk hosts auditioning for the slot vacated by the now-canceled Imus in the Morning on MSNBC.
442785_9	However, the job went to Joe Scarborough instead.
68455171_1	Park Hae-soo as Cho Sang-woo (조상우, Korean pronunciation: [tɕo saŋ u], 218), the former head of an investment team at a securities company.
68455171_2	He was a junior classmate to Gi-hun, and studied at Seoul National University.
68455171_3	He is wanted by the police for stealing money from his clients, and racking up massive debts from bad investments.
2032324_1	In March 2014, Momoa joined the dark comedy/thriller indie Sugar Mountain alongside Cary Elwes and Haley Webb; its principal photography was done in Alaska.
2032324_2	He also starred as Phillip Kopus, a Ramapough Mountain Indian, on the SundanceTV drama series The Red Road (2014–2015).
2032324_3	In June 2014, Momoa was reported to have been cast in the role of Aquaman.
2032324_4	He first played the role in a cameo in the superhero film Batman v Superman: Dawn of Justice, marking Aquaman's live action theatrical debut.
2032324_5	Momoa played the character in a leading role in the 2017 ensemble film Justice League.
2032324_6	He then starred in the Aquaman solo film, which released in late 2018.
2032324_7	He also reprised this role in The Lego Movie 2: The Second Part.
2032324_8	In 2014, Momoa portrayed Connor in the Canadian horror action film Wolves, and starred in the Sci-fi horror movie Debug; it was written and directed by Momoa's former Stargate Atlantis co-star, British-born Canadian actor David Hewlett.
2032324_9	In February 2015, it was announced that he would portray a cannibal in the drama thriller film The Bad Batch.
2032324_10	In 2015, Momoa was cast in the Canadian action film Braven, which was released on February 2, 2018.
31591547_1	Instagram usage intensity shows a small positive correlation with alcohol consumption, with binge drinkers reporting greater intensity of Instagram use than non-binge drinkers.
31591547_2	An earlier study examined the relationship between alcohol consumption during college.
31591547_3	It found a small to moderate positive relationship between alcohol consumption and Instagram usage, enhanced drinking motives, and drinking behavior.
56968705_1	"A remix version of Doja Cat's song ""Juicy"", from the deluxe version of Amala, added a verse from American rapper Tyga and was released alongside a music video in August 2019 as the lead single from her second studio album."
56968705_2	Following the release of the remix, the song debuted at number 83 on the Billboard Hot 100, marking Doja Cat's first entry on the chart, and ultimately peaked at number 41.
56968705_3	The Recording Industry Association of America (RIAA) would later award the song a platinum certification in the United States.
56968705_4	The song's success led to Amala debuting for the first time on the Billboard 200 chart that same month.
56968705_5	"In October 2019, Doja Cat released ""Bottom Bitch"", the second single from her second album."
56968705_6	"This was followed by the release of the single ""Rules"" alongside the announcement of her second studio album Hot Pink."
56968705_7	Hot Pink was released on November 7, 2019 to generally favorable reviews.
56968705_8	The album would eventually peak at number 9 on the Billboard 200.
56968705_9	"She later released the single ""Boss Bitch"" as part of the soundtrack for the 2020 film Birds of Prey."
43408776_1	Osaka was seeded third at the 2021 Australian Open.
43408776_2	She recorded straight-set wins over Anastasia Pavlyuchenkova, Caroline Garcia, and Ons Jabeur, before defeating Garbiñe Muguruza in three sets in the fourth round despite facing match points during the third set (the only match in which she lost a set during the tournament).
43408776_3	She went on to defeat Hsieh Su-wei in the quarterfinals, Serena Williams in the semifinals, and 22nd seed Jennifer Brady in the final to claim her second Australian Open title.
61567171_1	The Matrix Resurrections is an upcoming American science fiction action film produced, co-written, and directed by Lana Wachowski.
61567171_2	It is the sequel to The Matrix Revolutions (2003), and serves as the fourth installment in The Matrix film series overall.
61567171_3	Keanu Reeves, Carrie-Anne Moss, and Jada Pinkett Smith reprise their roles from previous films in the series, where they are joined by Yahya Abdul-Mateen II, Jessica Henwick, Jonathan Groff, Neil Patrick Harris, Priyanka Chopra Jonas, and Christina Ricci.
180568_1	In 1969, Lyngstad met Benny Andersson.
180568_2	By 1971, they were living together, but did not marry until 6 October 1978, during the height of ABBA's success.
180568_3	However, after only two years of marriage, they separated on 26 November 1980, and were divorced in 1981.
57809627_1	Park Hae-soo (born November 21, 1981) is a South Korean actor.
57809627_2	He is best known for his starring roles in the television series Prison Playbook (2017–2018) and Squid Game (2021).
57809627_3	He has also appeared in films such as By Quantum Physics: A Nightlife Venture (2019) and Time to Hunt (2020).
59660018_1	Emma Margaret Marie Tachard-Mackey was born in Le Mans, the daughter of a French father and an English mother.
59660018_2	Her father is a school headmaster.
59660018_3	She grew up in Sablé-sur-Sarthe and received her baccalauréat in 2013 with High Honours at l'académie de Nantes, subsequently moving to England to study English language and literature at the University of Leeds.
59660018_4	She graduated in 2016.
59660018_5	Mackey lives in London.
10093585_1	Juno Temple was born in the Hammersmith area of London on 21 July 1989, the daughter of film producer Amanda Pirie and film director Julien Temple.
10093585_2	She has two younger brothers named Leo and Felix.
10093585_3	Her aunt Nina Temple was the last General Secretary of the Communist Party of Great Britain.
10093585_4	She grew up in Taunton, Somerset, where she attended Enmore Primary School, Bedales School, and King's College.
38042908_1	Production was scheduled to begin on 3 December 2018 at Pinewood Studios, but filming was delayed until April 2019 after the departure of Danny Boyle as director.
38042908_2	The film is the first in the series to have sequences shot with 65mm IMAX film cameras.
38042908_3	Director Cary Joji Fukunaga and cinematographer Linus Sandgren pushed for using film over digital to enhance the look of the film.
30528002_1	"Sheeran's third album, ÷ (pronounced ""divide""), was released in March 2017, and was the best-selling album worldwide of 2017."
30528002_2	"The first two singles from the album, ""Shape of You"" and ""Castle on the Hill"", broke records in a number of countries by debuting in the top two positions of the charts."
30528002_3	He also became the first artist to have two songs debut in the US top 10 in the same week.
30528002_4	By March 2017, Sheeran had accumulated ten top 10 singles from ÷ on the UK Singles Chart, breaking the record for most top 10 UK singles from one album.
30528002_5	"His fourth single from ÷, ""Perfect"", reached number one in the US, Australia and the UK, where it became the Christmas number one in 2017."
30528002_6	The world's best-selling artist of 2017, he was named the Global Recording Artist of the Year.
30528002_7	"Released in 2019, his fourth studio album No.6 Collaborations Project debuted at number one in most major markets, and spawned three UK number one singles, ""I Don't Care"", ""Beautiful People"" and ""Take Me Back to London""."
66717462_1	The precinct experiences drastic changes as a result of the COVID-19 pandemic and the George Floyd protests.
66717462_2	Rosa quits her job and becomes a private investigator after losing faith in the system, Holt struggles to maintain his relationship with Kevin, and Hitchcock retires and keeps in touch with Scully via FaceTime.
66717462_3	Jake and Amy attempt to keep their work lives under control during their first year as parents.
66717462_4	In response to the increasing tension between officers and the citizens, Amy plans to implement a major reform program, which puts her in the crosshairs of old-school NYPD Union President Frank O'Sullivan.
66717462_5	Jake is suspended for five months after making a wrongful arrest on a case he was let go from.
48410011_1	Note that two states (Maine and Nebraska) allow for their electoral votes to be split between candidates by congressional districts.
48410011_2	The winner within each congressional district gets one electoral vote for the district.
48410011_3	The winner of the statewide vote gets two additional electoral votes.
53039739_1	On October 23, 2018, Pitchfork released secretly recorded audio of 18-year old Onfroy talking with acquaintances around the time of his October 8, 2016, arrest.
53039739_2	Pitchfork claimed that in the recording, he had allegedly confessed to domestic violence, and had described an incident in which he stabbed eight people.
53039739_3	The tape was considered a confession by the prosecution and defense.
53039739_4	Some criticized Pitchfork's interpretation of the stabbing incident that Onfroy described, arguing that he and his friend were about to be jumped and that he acted in self-defense.
53039739_5	"An extended version of the audio later released included moments after when Onfroy clarified in regards to his ex-girlfriend, ""I didn't touch her. I forgave her."""
53039739_6	"One especially fraught conversation about Onfroy's ex-girlfriend took place on the afternoon of October 26, 2016 when he told a woman, ""I already got what I wanted, I already bashed her face—her face on the internet, bruh, I done made her look bad on the internet, bruh."""
53039739_7	"Later that day, an audio clip from the call was posted on Instagram of Onfroy saying he ""bashed her face"" without the hurried clarification."
33790364_1	Channi was born in the village of Makrauna Kalan, Punjab.
33790364_2	He read law at Panjab University and has an MBA from PTU Jalandhar.
33790364_3	He belongs to the Dalit Sikh community.
33790364_4	He is currently pursuing PhD from Panjab University Chandigarh in topic related to Indian National Congress with Professor Emanual Nahar as his guide.
33790364_5	He is married to Kamaljit Kaur and has two children.
67236489_1	Star Wars: Visions is an anime anthology series created for the American streaming service Disney+.
67236489_2	Produced by Lucasfilm Animation, the series consists of nine short films produced by seven Japanese animation studios, Kamikaze Douga, Studio Colorido, Geno Studio, Trigger, Kinema Citrus, Production I.G, and Science SARU, each telling their own original stories based on the Star Wars universe.
67236489_3	The anthology was released on September 22, 2021, and has received generally positive reviews.
15573_1	According to the 2015 NHK survey on television viewing in Japan, 79 percent of Japanese watch television daily.
15573_2	Japanese television dramas are viewed both within Japan and internationally; other popular shows are in the genres of variety shows, comedy, and news programs.
15573_3	Japanese newspapers are among the most circulated in the world as of 2016.
15573_4	Japan has one of the oldest and largest film industries globally.
15573_5	Ishirō Honda's Godzilla became an international icon of Japan and spawned an entire subgenre of kaiju films, as well as the longest-running film franchise in history.
15573_6	Japanese animated films and television series, known as anime, were largely influenced by Japanese manga and have been extensively popular in the West.
15573_7	Japan is a world-renowned powerhouse of animation.
44052917_1	In October 2015, FX released its first promotional trailer for The People v. O. J. Simpson, showing an Akita dog whining, walking from its residence onto a sidewalk to bark, then walking back to its residence, leaving behind bloody paw prints.
44052917_2	Later that month another teaser was released, wherein the first actual footage of Travolta as Shapiro was shown.
44052917_3	In the teaser, Shapiro is about to ask Simpson (whose face is unseen) if he is responsible for the murder of Simpson's ex-wife.
44052917_4	In the next short teaser that was released, Simpson (again unseen) is taking a lie detector test.
